"Mass","tension","site","treatment","intensity","HC","OC","Class"
343.2125764,"50 kPa","Florida","time zero saturation",48272.2612325,1.78,0.33,"Protein"
343.2125764,"50 kPa","Washington","drought",13638.8486316667,1.78,0.33,"Protein"
343.2125764,"50 kPa","Washington","field moist",6895.256883,1.78,0.33,"Protein"
343.2125764,"50 kPa","Washington","flood",13839.899659,1.78,0.33,"Protein"
343.2125764,"50 kPa","Washington","time zero saturation",4325.95916804,1.78,0.33,"Protein"
343.2489884,"1.5 kPa","Alaska","drought",6034.4450385,1.89,0.26,"Lipid"
343.2489884,"1.5 kPa","Alaska","flood",9343.55349,1.89,0.26,"Lipid"
343.2489884,"50 kPa","Alaska","drought",51979.85400475,1.89,0.26,"Lipid"
343.2489884,"50 kPa","Alaska","flood",16954.5499666667,1.89,0.26,"Lipid"
343.2489884,"50 kPa","Florida","time zero saturation",7029.69531233333,1.89,0.26,"Lipid"
344.1826739,"1.5 kPa","Florida","time zero saturation",14361.786559,1.8,0.4,"Protein"
344.1826739,"50 kPa","Florida","time zero saturation",8854.85351475,1.8,0.4,"Protein"
344.2442523,"1.5 kPa","Washington","time zero saturation",10162.7656163333,1.94,0.28,"Lipid"
344.9128893,"50 kPa","Washington","flood",4181.94633,0.22,1,"Other"
345.025177,"1.5 kPa","Alaska","field moist",2656.66965044,0.62,0.56,"ConHC"
345.025177,"1.5 kPa","Alaska","time zero saturation",6939.14632133333,0.62,0.56,"ConHC"
345.025177,"1.5 kPa","Florida","field moist",4395.038086,0.62,0.56,"ConHC"
345.025177,"1.5 kPa","Florida","flood",3397.28158575,0.62,0.56,"ConHC"
345.025177,"50 kPa","Alaska","drought",5177.487385,0.62,0.56,"ConHC"
345.025177,"50 kPa","Alaska","field moist",4362.68623833333,0.62,0.56,"ConHC"
345.025177,"50 kPa","Alaska","flood",4648.65142825,0.62,0.56,"ConHC"
345.025177,"50 kPa","Alaska","time zero saturation",5813.61846925,0.62,0.56,"ConHC"
345.025177,"50 kPa","Florida","field moist",4269.73299133333,0.62,0.56,"ConHC"
345.025177,"50 kPa","Florida","flood",8091.37940234,0.62,0.56,"ConHC"
345.025177,"50 kPa","Florida","time zero saturation",6541.486735,0.62,0.56,"ConHC"
345.0463169,"1.5 kPa","Alaska","drought",8228.81534866667,1.08,0.85,"Tannin"
345.0463169,"1.5 kPa","Alaska","field moist",3778.01861556667,1.08,0.85,"Tannin"
345.0463169,"50 kPa","Alaska","drought",20912.47985825,1.08,0.85,"Tannin"
345.0463169,"50 kPa","Alaska","field moist",14020.201132,1.08,0.85,"Tannin"
345.0463169,"50 kPa","Alaska","flood",6873.56823625,1.08,0.85,"Tannin"
345.0463169,"50 kPa","Alaska","time zero saturation",3460.4553224,1.08,0.85,"Tannin"
345.0463169,"50 kPa","Florida","flood",5331.4904174,1.08,0.85,"Tannin"
345.0615857,"1.5 kPa","Alaska","field moist",4085.6481388,0.82,0.47,"Lignin"
345.0615857,"1.5 kPa","Alaska","flood",5452.4482173,0.82,0.47,"Lignin"
345.0615857,"1.5 kPa","Alaska","time zero saturation",7930.27457666667,0.82,0.47,"Lignin"
345.0615857,"1.5 kPa","Florida","drought",3299.33894866667,0.82,0.47,"Lignin"
345.0615857,"1.5 kPa","Florida","field moist",4903.9417115,0.82,0.47,"Lignin"
345.0615857,"1.5 kPa","Florida","flood",3382.87435328,0.82,0.47,"Lignin"
345.0615857,"1.5 kPa","Washington","drought",2056.44783506667,0.82,0.47,"Lignin"
345.0615857,"1.5 kPa","Washington","flood",1387.11210133333,0.82,0.47,"Lignin"
345.0615857,"50 kPa","Alaska","drought",13880.0752908,0.82,0.47,"Lignin"
345.0615857,"50 kPa","Alaska","field moist",7259.64624133333,0.82,0.47,"Lignin"
345.0615857,"50 kPa","Alaska","flood",9886.18566975,0.82,0.47,"Lignin"
345.0615857,"50 kPa","Alaska","time zero saturation",6832.2285156,0.82,0.47,"Lignin"
345.0615857,"50 kPa","Florida","drought",4346.44305425,0.82,0.47,"Lignin"
345.0615857,"50 kPa","Florida","field moist",7382.44856766667,0.82,0.47,"Lignin"
345.0615857,"50 kPa","Florida","flood",11386.8176258,0.82,0.47,"Lignin"
345.0615857,"50 kPa","Florida","time zero saturation",10161.23669525,0.82,0.47,"Lignin"
345.0615857,"50 kPa","Washington","time zero saturation",2877.564209,0.82,0.47,"Lignin"
345.0649619,"1.5 kPa","Florida","field moist",7960.142252,1.29,0.57,"Lignin"
345.0649619,"50 kPa","Florida","time zero saturation",10738.3079426667,1.29,0.57,"Lignin"
345.0827123,"1.5 kPa","Alaska","drought",11907.01709075,1.29,0.71,"Tannin"
345.0827123,"1.5 kPa","Alaska","field moist",6453.762177125,1.29,0.71,"Tannin"
345.0827123,"1.5 kPa","Alaska","flood",6655.0549915,1.29,0.71,"Tannin"
345.0827123,"1.5 kPa","Alaska","time zero saturation",8234.58996525,1.29,0.71,"Tannin"
345.0827123,"1.5 kPa","Florida","field moist",3463.4195555,1.29,0.71,"Tannin"
345.0827123,"1.5 kPa","Florida","time zero saturation",3941.092448,1.29,0.71,"Tannin"
345.0827123,"50 kPa","Alaska","drought",32847.9856452,1.29,0.71,"Tannin"
345.0827123,"50 kPa","Alaska","field moist",21063.4847816667,1.29,0.71,"Tannin"
345.0827123,"50 kPa","Alaska","flood",13187.41381925,1.29,0.71,"Tannin"
345.0827123,"50 kPa","Alaska","time zero saturation",7357.0952148,1.29,0.71,"Tannin"
345.0827123,"50 kPa","Florida","field moist",4819.73486333333,1.29,0.71,"Tannin"
345.0827123,"50 kPa","Florida","flood",7191.81838355,1.29,0.71,"Tannin"
345.0827123,"50 kPa","Florida","time zero saturation",9611.4628915,1.29,0.71,"Tannin"
345.0939323,"1.5 kPa","Florida","time zero saturation",4940.36442066667,1.38,0.69,"Tannin"
345.0939323,"50 kPa","Florida","time zero saturation",13539.2843413333,1.38,0.69,"Tannin"
345.0979639,"1.5 kPa","Alaska","drought",9912.35896733333,1,0.39,"Lignin"
345.0979639,"1.5 kPa","Alaska","field moist",7437.07007988,1,0.39,"Lignin"
345.0979639,"1.5 kPa","Alaska","flood",8326.82482212,1,0.39,"Lignin"
345.0979639,"1.5 kPa","Alaska","time zero saturation",7438.62066006,1,0.39,"Lignin"
345.0979639,"1.5 kPa","Florida","drought",2968.969634875,1,0.39,"Lignin"
345.0979639,"1.5 kPa","Florida","field moist",4930.64935325,1,0.39,"Lignin"
345.0979639,"1.5 kPa","Florida","flood",2796.43824458,1,0.39,"Lignin"
345.0979639,"1.5 kPa","Florida","time zero saturation",2839.15633166667,1,0.39,"Lignin"
345.0979639,"1.5 kPa","Washington","drought",2400.44208503333,1,0.39,"Lignin"
345.0979639,"1.5 kPa","Washington","field moist",3374.53804533333,1,0.39,"Lignin"
345.0979639,"1.5 kPa","Washington","flood",1551.4609679,1,0.39,"Lignin"
345.0979639,"50 kPa","Alaska","drought",27101.9007812,1,0.39,"Lignin"
345.0979639,"50 kPa","Alaska","field moist",11674.7418633333,1,0.39,"Lignin"
345.0979639,"50 kPa","Alaska","flood",13044.0446755,1,0.39,"Lignin"
345.0979639,"50 kPa","Alaska","time zero saturation",9522.302735,1,0.39,"Lignin"
345.0979639,"50 kPa","Florida","drought",5685.4244385,1,0.39,"Lignin"
345.0979639,"50 kPa","Florida","field moist",8606.645346,1,0.39,"Lignin"
345.0979639,"50 kPa","Florida","flood",10858.64276094,1,0.39,"Lignin"
345.0979639,"50 kPa","Florida","time zero saturation",12058.373412,1,0.39,"Lignin"
345.0979639,"50 kPa","Washington","drought",2157.31970233333,1,0.39,"Lignin"
345.0979639,"50 kPa","Washington","field moist",2213.3288574,1,0.39,"Lignin"
345.0979639,"50 kPa","Washington","flood",1797.470337,1,0.39,"Lignin"
345.0979639,"50 kPa","Washington","time zero saturation",4204.87794635,1,0.39,"Lignin"
345.0989234,"50 kPa","Florida","time zero saturation",9832.195251,1.16,0.11,"UnsatHC"
345.1013294,"1.5 kPa","Alaska","time zero saturation",5118.38297533333,1.47,0.47,"Lignin"
345.1013294,"50 kPa","Alaska","time zero saturation",6109.033081,1.47,0.47,"Lignin"
345.1101514,"1.5 kPa","Alaska","field moist",4753.310384,1.22,0.06,"UnsatHC"
345.1101514,"1.5 kPa","Alaska","time zero saturation",5462.29845425,1.22,0.06,"UnsatHC"
345.1101514,"1.5 kPa","Florida","drought",7833.09383,1.22,0.06,"UnsatHC"
345.1101514,"1.5 kPa","Florida","field moist",28475.6744766667,1.22,0.06,"UnsatHC"
345.1101514,"1.5 kPa","Florida","flood",3859.6109128,1.22,0.06,"UnsatHC"
345.1101514,"1.5 kPa","Washington","drought",32405.954112,1.22,0.06,"UnsatHC"
345.1101514,"1.5 kPa","Washington","field moist",5825.600871,1.22,0.06,"UnsatHC"
345.1101514,"1.5 kPa","Washington","flood",17764.8258466667,1.22,0.06,"UnsatHC"
345.1101514,"1.5 kPa","Washington","time zero saturation",4750.773224,1.22,0.06,"UnsatHC"
345.1101514,"50 kPa","Florida","field moist",17298.7287586667,1.22,0.06,"UnsatHC"
345.1101514,"50 kPa","Florida","flood",28013.3695868,1.22,0.06,"UnsatHC"
345.1101514,"50 kPa","Florida","time zero saturation",12159.00915425,1.22,0.06,"UnsatHC"
345.1101514,"50 kPa","Washington","drought",12085.679321,1.22,0.06,"UnsatHC"
345.1101514,"50 kPa","Washington","field moist",7117.095801,1.22,0.06,"UnsatHC"
345.1101514,"50 kPa","Washington","time zero saturation",16337.5092175,1.22,0.06,"UnsatHC"
345.1190764,"1.5 kPa","Alaska","drought",12666.3177495,1.47,0.6,"Lignin"
345.1190764,"1.5 kPa","Alaska","field moist",8517.896559775,1.47,0.6,"Lignin"
345.1190764,"1.5 kPa","Alaska","flood",5362.30650674,1.47,0.6,"Lignin"
345.1190764,"1.5 kPa","Alaska","time zero saturation",8333.11737126,1.47,0.6,"Lignin"
345.1190764,"1.5 kPa","Florida","field moist",3856.335144,1.47,0.6,"Lignin"
345.1190764,"1.5 kPa","Florida","time zero saturation",10682.157877,1.47,0.6,"Lignin"
345.1190764,"50 kPa","Alaska","drought",35690.505077,1.47,0.6,"Lignin"
345.1190764,"50 kPa","Alaska","field moist",17122.9392083333,1.47,0.6,"Lignin"
345.1190764,"50 kPa","Alaska","flood",12258.36340375,1.47,0.6,"Lignin"
345.1190764,"50 kPa","Alaska","time zero saturation",9752.8151366,1.47,0.6,"Lignin"
345.1190764,"50 kPa","Florida","drought",3440.76635725,1.47,0.6,"Lignin"
345.1190764,"50 kPa","Florida","field moist",5826.33194966667,1.47,0.6,"Lignin"
345.1190764,"50 kPa","Florida","flood",8489.5567165,1.47,0.6,"Lignin"
345.1190764,"50 kPa","Florida","time zero saturation",25455.8613295,1.47,0.6,"Lignin"
345.1343265,"1.5 kPa","Alaska","drought",12937.2611675,1.16,0.32,"Lignin"
345.1343265,"1.5 kPa","Alaska","field moist",15561.2633196,1.16,0.32,"Lignin"
345.1343265,"1.5 kPa","Alaska","flood",16284.2160166,1.16,0.32,"Lignin"
345.1343265,"1.5 kPa","Alaska","time zero saturation",12555.29603238,1.16,0.32,"Lignin"
345.1343265,"1.5 kPa","Florida","drought",4576.7274416,1.16,0.32,"Lignin"
345.1343265,"1.5 kPa","Florida","field moist",8172.133423,1.16,0.32,"Lignin"
345.1343265,"1.5 kPa","Florida","flood",3764.1356444,1.16,0.32,"Lignin"
345.1343265,"1.5 kPa","Florida","time zero saturation",3685.51110875,1.16,0.32,"Lignin"
345.1343265,"1.5 kPa","Washington","drought",3067.26836646667,1.16,0.32,"Lignin"
345.1343265,"1.5 kPa","Washington","field moist",3678.74960325,1.16,0.32,"Lignin"
345.1343265,"1.5 kPa","Washington","flood",2022.639923,1.16,0.32,"Lignin"
345.1343265,"1.5 kPa","Washington","time zero saturation",891.643697033333,1.16,0.32,"Lignin"
345.1343265,"50 kPa","Alaska","drought",45097.7966878,1.16,0.32,"Lignin"
345.1343265,"50 kPa","Alaska","field moist",23002.7615566667,1.16,0.32,"Lignin"
345.1343265,"50 kPa","Alaska","flood",20738.019775,1.16,0.32,"Lignin"
345.1343265,"50 kPa","Alaska","time zero saturation",16679.925782,1.16,0.32,"Lignin"
345.1343265,"50 kPa","Florida","drought",8768.7266835,1.16,0.32,"Lignin"
345.1343265,"50 kPa","Florida","field moist",14267.3777663333,1.16,0.32,"Lignin"
345.1343265,"50 kPa","Florida","flood",16769.47979792,1.16,0.32,"Lignin"
345.1343265,"50 kPa","Florida","time zero saturation",15157.2131325,1.16,0.32,"Lignin"
345.1343265,"50 kPa","Washington","drought",2118.5575256,1.16,0.32,"Lignin"
345.1343265,"50 kPa","Washington","field moist",3232.5365966,1.16,0.32,"Lignin"
345.1343265,"50 kPa","Washington","flood",2890.71337875,1.16,0.32,"Lignin"
345.1343265,"50 kPa","Washington","time zero saturation",5205.7263184,1.16,0.32,"Lignin"
345.1554593,"1.5 kPa","Alaska","drought",11000.5196052,1.62,0.5,"Protein"
345.1554593,"1.5 kPa","Alaska","field moist",4457.1396237,1.62,0.5,"Protein"
345.1554593,"1.5 kPa","Alaska","flood",5960.42117974,1.62,0.5,"Protein"
345.1554593,"1.5 kPa","Alaska","time zero saturation",7770.71514828,1.62,0.5,"Protein"
345.1554593,"1.5 kPa","Florida","drought",3578.756177,1.62,0.5,"Protein"
345.1554593,"1.5 kPa","Florida","field moist",5371.274658,1.62,0.5,"Protein"
345.1554593,"1.5 kPa","Florida","time zero saturation",4756.1176026,1.62,0.5,"Protein"
345.1554593,"1.5 kPa","Washington","drought",2799.06656933333,1.62,0.5,"Protein"
345.1554593,"1.5 kPa","Washington","field moist",3944.5625,1.62,0.5,"Protein"
345.1554593,"1.5 kPa","Washington","time zero saturation",1795.711395175,1.62,0.5,"Protein"
345.1554593,"50 kPa","Alaska","drought",74854.818266,1.62,0.5,"Protein"
345.1554593,"50 kPa","Alaska","flood",8370.55981425,1.62,0.5,"Protein"
345.1554593,"50 kPa","Alaska","time zero saturation",6277.045166,1.62,0.5,"Protein"
345.1554593,"50 kPa","Florida","drought",8254.36499,1.62,0.5,"Protein"
345.1554593,"50 kPa","Florida","field moist",6486.67732666667,1.62,0.5,"Protein"
345.1554593,"50 kPa","Florida","flood",7585.90774062,1.62,0.5,"Protein"
345.1554593,"50 kPa","Florida","time zero saturation",17296.39148025,1.62,0.5,"Protein"
345.1554593,"50 kPa","Washington","drought",3825.173747,1.62,0.5,"Protein"
345.1554593,"50 kPa","Washington","field moist",2669.039795,1.62,0.5,"Protein"
345.1554593,"50 kPa","Washington","flood",3433.00979625,1.62,0.5,"Protein"
345.1554593,"50 kPa","Washington","time zero saturation",4009.7048873,1.62,0.5,"Protein"
345.1707281,"1.5 kPa","Alaska","drought",12036.2168605,1.3,0.25,"Lignin"
345.1707281,"1.5 kPa","Alaska","field moist",13599.56213396,1.3,0.25,"Lignin"
345.1707281,"1.5 kPa","Alaska","flood",16133.24356576,1.3,0.25,"Lignin"
345.1707281,"1.5 kPa","Alaska","time zero saturation",12806.7006626,1.3,0.25,"Lignin"
345.1707281,"1.5 kPa","Florida","drought",5937.803663,1.3,0.25,"Lignin"
345.1707281,"1.5 kPa","Florida","field moist",6853.579956,1.3,0.25,"Lignin"
345.1707281,"1.5 kPa","Florida","flood",2381.1329346,1.3,0.25,"Lignin"
345.1707281,"1.5 kPa","Florida","time zero saturation",4012.91170233333,1.3,0.25,"Lignin"
345.1707281,"1.5 kPa","Washington","drought",3636.2227704,1.3,0.25,"Lignin"
345.1707281,"1.5 kPa","Washington","field moist",4588.30902125,1.3,0.25,"Lignin"
345.1707281,"1.5 kPa","Washington","flood",2570.56872525,1.3,0.25,"Lignin"
345.1707281,"1.5 kPa","Washington","time zero saturation",1233.45668543333,1.3,0.25,"Lignin"
345.1707281,"50 kPa","Alaska","drought",41945.7798928,1.3,0.25,"Lignin"
345.1707281,"50 kPa","Alaska","field moist",15456.9182933333,1.3,0.25,"Lignin"
345.1707281,"50 kPa","Alaska","flood",19494.5712875,1.3,0.25,"Lignin"
345.1707281,"50 kPa","Alaska","time zero saturation",14084.0365246,1.3,0.25,"Lignin"
345.1707281,"50 kPa","Florida","drought",11569.57727125,1.3,0.25,"Lignin"
345.1707281,"50 kPa","Florida","field moist",10767.808839,1.3,0.25,"Lignin"
345.1707281,"50 kPa","Florida","flood",12746.40370924,1.3,0.25,"Lignin"
345.1707281,"50 kPa","Florida","time zero saturation",14241.1247555,1.3,0.25,"Lignin"
345.1707281,"50 kPa","Washington","drought",3126.425765775,1.3,0.25,"Lignin"
345.1707281,"50 kPa","Washington","field moist",4645.2709472,1.3,0.25,"Lignin"
345.1707281,"50 kPa","Washington","flood",5842.80590825,1.3,0.25,"Lignin"
345.1707281,"50 kPa","Washington","time zero saturation",3337.99533698,1.3,0.25,"Lignin"
345.1918724,"1.5 kPa","Alaska","flood",5314.75526355,1.76,0.41,"Protein"
345.1918724,"1.5 kPa","Alaska","time zero saturation",4140.22827166667,1.76,0.41,"Protein"
345.1918724,"1.5 kPa","Florida","time zero saturation",6635.85677066667,1.76,0.41,"Protein"
345.1918724,"1.5 kPa","Washington","drought",1988.534139,1.76,0.41,"Protein"
345.1918724,"1.5 kPa","Washington","time zero saturation",989.387023833333,1.76,0.41,"Protein"
345.1918724,"50 kPa","Alaska","drought",11736.1171376,1.76,0.41,"Protein"
345.1918724,"50 kPa","Alaska","flood",6985.2638555,1.76,0.41,"Protein"
345.1918724,"50 kPa","Florida","drought",3115.357422,1.76,0.41,"Protein"
345.1918724,"50 kPa","Florida","time zero saturation",17711.66638175,1.76,0.41,"Protein"
345.1918724,"50 kPa","Washington","drought",2291.534098,1.76,0.41,"Protein"
345.1918724,"50 kPa","Washington","flood",2655.44519025,1.76,0.41,"Protein"
345.207133,"1.5 kPa","Alaska","flood",6632.148986,1.43,0.19,"Lignin"
345.207133,"50 kPa","Alaska","flood",7273.102133,1.43,0.19,"Lignin"
345.2282519,"1.5 kPa","Alaska","drought",154515.8902198,1.89,0.33,"Protein"
345.2282519,"1.5 kPa","Alaska","flood",173364.3363386,1.89,0.33,"Protein"
345.2282519,"1.5 kPa","Alaska","time zero saturation",5123.1470643,1.89,0.33,"Protein"
345.2282519,"1.5 kPa","Florida","drought",7951.401369,1.89,0.33,"Protein"
345.2282519,"1.5 kPa","Florida","flood",1906.71372496667,1.89,0.33,"Protein"
345.2282519,"1.5 kPa","Florida","time zero saturation",11716.39270125,1.89,0.33,"Protein"
345.2282519,"1.5 kPa","Washington","drought",2525.0915261,1.89,0.33,"Protein"
345.2282519,"1.5 kPa","Washington","field moist",6458.1569822,1.89,0.33,"Protein"
345.2282519,"1.5 kPa","Washington","time zero saturation",1083.951164075,1.89,0.33,"Protein"
345.2282519,"50 kPa","Alaska","drought",295493.153136,1.89,0.33,"Protein"
345.2282519,"50 kPa","Alaska","flood",171712.4043225,1.89,0.33,"Protein"
345.2282519,"50 kPa","Florida","drought",12548.87597725,1.89,0.33,"Protein"
345.2282519,"50 kPa","Florida","flood",5667.79109623333,1.89,0.33,"Protein"
345.2282519,"50 kPa","Florida","time zero saturation",29794.756105,1.89,0.33,"Protein"
345.2282519,"50 kPa","Washington","field moist",7179.215148,1.89,0.33,"Protein"
345.2282519,"50 kPa","Washington","flood",2933.34536725,1.89,0.33,"Protein"
346.1143076,"1.5 kPa","Florida","time zero saturation",3649.422282,1.5,0.64,"AminoSugar"
346.1143076,"50 kPa","Florida","time zero saturation",12071.21517,1.5,0.64,"AminoSugar"
346.1619595,"1.5 kPa","Florida","drought",6557.26074233333,1.79,0.5,"Protein"
346.1619595,"1.5 kPa","Florida","time zero saturation",13006.8251335,1.79,0.5,"Protein"
346.1619595,"50 kPa","Florida","time zero saturation",8558.4006955,1.79,0.5,"Protein"
346.1772263,"1.5 kPa","Alaska","field moist",3557.88663723333,1.39,0.22,"Lignin"
346.1772263,"1.5 kPa","Alaska","flood",4640.93946532,1.39,0.22,"Lignin"
346.1772263,"1.5 kPa","Alaska","time zero saturation",9258.401369,1.39,0.22,"Lignin"
346.1772263,"1.5 kPa","Florida","field moist",4602.777181,1.39,0.22,"Lignin"
346.1772263,"1.5 kPa","Florida","flood",2570.8270996,1.39,0.22,"Lignin"
346.1772263,"1.5 kPa","Washington","drought",2327.556709275,1.39,0.22,"Lignin"
346.1772263,"1.5 kPa","Washington","field moist",1672.1309,1.39,0.22,"Lignin"
346.1772263,"1.5 kPa","Washington","flood",1541.04223633333,1.39,0.22,"Lignin"
346.1772263,"1.5 kPa","Washington","time zero saturation",1392.32835385,1.39,0.22,"Lignin"
346.1772263,"50 kPa","Alaska","flood",5527.61027,1.39,0.22,"Lignin"
346.1772263,"50 kPa","Washington","time zero saturation",9680.99825053333,1.39,0.22,"Lignin"
347.0408548,"1.5 kPa","Alaska","field moist",3716.77277826,0.75,0.56,"ConHC"
347.0408548,"1.5 kPa","Alaska","flood",5297.7712327,0.75,0.56,"ConHC"
347.0408548,"1.5 kPa","Alaska","time zero saturation",7922.63513175,0.75,0.56,"ConHC"
347.0408548,"1.5 kPa","Florida","field moist",4875.31594825,0.75,0.56,"ConHC"
347.0408548,"1.5 kPa","Florida","flood",3894.09730238,0.75,0.56,"ConHC"
347.0408548,"50 kPa","Alaska","drought",13406.0479974,0.75,0.56,"ConHC"
347.0408548,"50 kPa","Alaska","field moist",7791.748373,0.75,0.56,"ConHC"
347.0408548,"50 kPa","Alaska","flood",7727.34326175,0.75,0.56,"ConHC"
347.0408548,"50 kPa","Alaska","time zero saturation",7088.2340332,0.75,0.56,"ConHC"
347.0408548,"50 kPa","Florida","drought",4247.600464,0.75,0.56,"ConHC"
347.0408548,"50 kPa","Florida","field moist",7152.57633466667,0.75,0.56,"ConHC"
347.0408548,"50 kPa","Florida","flood",11426.17471178,0.75,0.56,"ConHC"
347.0408548,"50 kPa","Florida","time zero saturation",11144.574951,0.75,0.56,"ConHC"
347.0408548,"50 kPa","Washington","time zero saturation",3188.68919375,0.75,0.56,"ConHC"
347.0595656,"1.5 kPa","Florida","time zero saturation",8936.05257033333,0.94,0.35,"Lignin"
347.0619702,"50 kPa","Alaska","drought",13539.80407675,1.23,0.85,"Tannin"
347.0619702,"50 kPa","Florida","flood",5343.01139423333,1.23,0.85,"Tannin"
347.0747974,"1.5 kPa","Alaska","field moist",5013.2788689,0.76,0.14,"ConHC"
347.0747974,"1.5 kPa","Alaska","flood",6210.80189164,0.76,0.14,"ConHC"
347.0747974,"1.5 kPa","Alaska","time zero saturation",5322.418091,0.76,0.14,"ConHC"
347.0747974,"50 kPa","Alaska","field moist",4295.48527033333,0.76,0.14,"ConHC"
347.0747974,"50 kPa","Alaska","time zero saturation",6008.54362,0.76,0.14,"ConHC"
347.0758405,"1.5 kPa","Florida","field moist",7562.587932,2.27,0.55,"Protein"
347.0758405,"1.5 kPa","Washington","drought",1583.0468495,2.27,0.55,"Protein"
347.0758405,"1.5 kPa","Washington","field moist",2054.143107,2.27,0.55,"Protein"
347.0758405,"50 kPa","Washington","field moist",2885.460083,2.27,0.55,"Protein"
347.0772168,"1.5 kPa","Alaska","drought",11170.1656066667,0.94,0.47,"Lignin"
347.0772168,"1.5 kPa","Alaska","field moist",7204.73430098,0.94,0.47,"Lignin"
347.0772168,"1.5 kPa","Alaska","flood",8856.6929315,0.94,0.47,"Lignin"
347.0772168,"1.5 kPa","Alaska","time zero saturation",8295.914392,0.94,0.47,"Lignin"
347.0772168,"1.5 kPa","Florida","drought",3222.06877446,0.94,0.47,"Lignin"
347.0772168,"1.5 kPa","Florida","field moist",6718.0788565,0.94,0.47,"Lignin"
347.0772168,"1.5 kPa","Florida","flood",4322.0117432,0.94,0.47,"Lignin"
347.0772168,"1.5 kPa","Florida","time zero saturation",3537.46223933333,0.94,0.47,"Lignin"
347.0772168,"1.5 kPa","Washington","drought",2943.2275493,0.94,0.47,"Lignin"
347.0772168,"1.5 kPa","Washington","field moist",3005.49416116667,0.94,0.47,"Lignin"
347.0772168,"1.5 kPa","Washington","flood",1715.82431025,0.94,0.47,"Lignin"
347.0772168,"1.5 kPa","Washington","time zero saturation",611.2468465,0.94,0.47,"Lignin"
347.0772168,"50 kPa","Alaska","drought",27647.380371,0.94,0.47,"Lignin"
347.0772168,"50 kPa","Alaska","field moist",14593.3097336667,0.94,0.47,"Lignin"
347.0772168,"50 kPa","Alaska","flood",14669.28613275,0.94,0.47,"Lignin"
347.0772168,"50 kPa","Alaska","time zero saturation",10370.9484378,0.94,0.47,"Lignin"
347.0772168,"50 kPa","Florida","drought",6682.89196875,0.94,0.47,"Lignin"
347.0772168,"50 kPa","Florida","field moist",10478.261883,0.94,0.47,"Lignin"
347.0772168,"50 kPa","Florida","flood",14890.27521482,0.94,0.47,"Lignin"
347.0772168,"50 kPa","Florida","time zero saturation",14084.42871375,0.94,0.47,"Lignin"
347.0772168,"50 kPa","Washington","drought",2776.55664066667,0.94,0.47,"Lignin"
347.0772168,"50 kPa","Washington","field moist",1900.2906006,0.94,0.47,"Lignin"
347.0772168,"50 kPa","Washington","flood",1730.76094566667,0.94,0.47,"Lignin"
347.0772168,"50 kPa","Washington","time zero saturation",5634.521605225,0.94,0.47,"Lignin"
347.0805835,"1.5 kPa","Florida","field moist",3694.53304033333,1.43,0.57,"Lignin"
347.0805835,"50 kPa","Florida","time zero saturation",13570.391357,1.43,0.57,"Lignin"
347.0959134,"1.5 kPa","Alaska","drought",4953.45898466667,1.11,0.28,"Lignin"
347.0983308,"1.5 kPa","Alaska","field moist",3040.84598813333,1.43,0.71,"Tannin"
347.0983308,"50 kPa","Alaska","drought",20286.98376475,1.43,0.71,"Tannin"
347.0983308,"50 kPa","Alaska","field moist",7137.84391183333,1.43,0.71,"Tannin"
347.0983308,"50 kPa","Alaska","flood",5625.974121,1.43,0.71,"Tannin"
347.1111777,"1.5 kPa","Alaska","flood",2858.9621784,0.91,0.09,"UnsatHC"
347.1135887,"1.5 kPa","Alaska","drought",14787.4122792,1.11,0.39,"Lignin"
347.1135887,"1.5 kPa","Alaska","field moist",18076.9636476,1.11,0.39,"Lignin"
347.1135887,"1.5 kPa","Alaska","flood",14936.4452884,1.11,0.39,"Lignin"
347.1135887,"1.5 kPa","Alaska","time zero saturation",15808.1284918,1.11,0.39,"Lignin"
347.1135887,"1.5 kPa","Florida","drought",4749.951001,1.11,0.39,"Lignin"
347.1135887,"1.5 kPa","Florida","field moist",8475.9466555,1.11,0.39,"Lignin"
347.1135887,"1.5 kPa","Florida","flood",4758.6957276,1.11,0.39,"Lignin"
347.1135887,"1.5 kPa","Florida","time zero saturation",7058.7118535,1.11,0.39,"Lignin"
347.1135887,"1.5 kPa","Washington","drought",2965.432472075,1.11,0.39,"Lignin"
347.1135887,"1.5 kPa","Washington","field moist",4114.6871086,1.11,0.39,"Lignin"
347.1135887,"1.5 kPa","Washington","flood",2296.7414245,1.11,0.39,"Lignin"
347.1135887,"1.5 kPa","Washington","time zero saturation",1129.90128603333,1.11,0.39,"Lignin"
347.1135887,"50 kPa","Alaska","drought",59698.213283,1.11,0.39,"Lignin"
347.1135887,"50 kPa","Alaska","field moist",31788.1891266667,1.11,0.39,"Lignin"
347.1135887,"50 kPa","Alaska","flood",23418.78125,1.11,0.39,"Lignin"
347.1135887,"50 kPa","Alaska","time zero saturation",21220.928908,1.11,0.39,"Lignin"
347.1135887,"50 kPa","Florida","drought",9400.927735,1.11,0.39,"Lignin"
347.1135887,"50 kPa","Florida","field moist",15655.562827,1.11,0.39,"Lignin"
347.1135887,"50 kPa","Florida","flood",19417.35145368,1.11,0.39,"Lignin"
347.1135887,"50 kPa","Florida","time zero saturation",25616.279295,1.11,0.39,"Lignin"
347.1135887,"50 kPa","Washington","drought",3050.832947,1.11,0.39,"Lignin"
