SampleID,Site,Treatment,HeadSpace_Ht_cm,soil_pH_water_airdried,DryMass_SoilOnly_g,DryMass_NONsoil_ALL_g,VolumeSoil_cm3,rownum,TREATMENT_PHASE,sequence_valve,Total_core_mass_pot_pie_pans_g,Additional_Wt_toRemove,picarro_records,samplenum,CO2_ppm_s,CH4_ppb_s,r2_CO2,r2_CH4,DATETIME,N,h2o_reported
S25,SR,drought,0,5.82,146.15,10.18,342.5,625,DROUGHT_INCUBATION,5,252.62,NA,51,32967,4.004204772662722,-0.002081575113609476,0.7688812469392525,0.7768479264437879,2017-02-08T19:11:57Z,16,2.5362222565875
S25,SR,drought,0,5.82,146.15,10.18,342.5,625,DROUGHT_INCUBATION,5,252.62,NA,51,32977,5.018779453866474,-0.0026725460846314815,0.7684223379474862,0.6972621013590955,2017-02-08T19:40:54Z,14,2.552595895507143
S25,SR,drought,0,5.82,146.15,10.18,342.5,625,DROUGHT_INCUBATION,5,252.62,NA,51,32987,2.691106219404835,-0.0016939093322464037,0.6581204415861245,0.5555898912386302,2017-02-08T20:09:55Z,19,2.6129231534157893
S25,SR,drought,0,5.82,146.15,10.18,342.5,625,DROUGHT_INCUBATION,5,252.62,NA,51,32998,4.394473502775939,-0.002092394932238749,0.7591674863292137,0.6838232404579363,2017-02-08T20:38:50Z,17,2.5043113205705883
S5,SR,drought,1,6.02,128.77,6.68,301.9,626,DROUGHT_INCUBATION,8,247.44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,627,DROUGHT_INCUBATION,7,243.77,NA,51,32909,11.565564034429977,-0.020033853153649576,0.8585498468585337,0.8347365700746983,2017-02-08T16:22:01Z,16,2.38508102975625
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,627,DROUGHT_INCUBATION,7,243.77,NA,51,32919,10.523636308924106,-0.020428500225528327,0.8142281686136366,0.8232092165198653,2017-02-08T16:51:02Z,13,2.6301190617076924
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,627,DROUGHT_INCUBATION,7,243.77,NA,51,32929,9.197775240106061,-0.01736807484305051,0.6962007321515356,0.6618906613672064,2017-02-08T17:20:01Z,15,2.56636405228
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,627,DROUGHT_INCUBATION,7,243.77,NA,51,32939,10.603963620280105,-0.02100987182098279,0.8252538289454417,0.8292285441361218,2017-02-08T17:48:59Z,13,2.6063842340307692
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,627,DROUGHT_INCUBATION,7,243.77,NA,51,32949,10.145552545355358,-0.01916664828691473,0.8269771509437427,0.7631058498164005,2017-02-08T18:17:58Z,15,2.55647681138
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,627,DROUGHT_INCUBATION,7,243.77,NA,51,32959,10.291556906706397,-0.019153244048137116,0.6856181191562862,0.6112336635083973,2017-02-08T18:46:56Z,14,2.6815365753571427
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,627,DROUGHT_INCUBATION,7,243.77,NA,51,32969,11.084110979766086,-0.021666104790643237,0.8682340922035117,0.8516191222845692,2017-02-08T19:15:55Z,13,2.637590559976923
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,627,DROUGHT_INCUBATION,7,243.77,NA,51,32979,11.703805714962265,-0.022444626980789247,0.841984616479992,0.8161594415941615,2017-02-08T19:44:53Z,13,2.764761767630769
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,627,DROUGHT_INCUBATION,7,243.77,NA,51,32989,9.644788152328768,-0.01913281686438356,0.842703535000081,0.8370898979960852,2017-02-08T20:13:52Z,13,2.6109897574538463
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,627,DROUGHT_INCUBATION,7,243.77,NA,51,33000,12.048768773266518,-0.021954018335184497,0.8814395436104657,0.8628068923742948,2017-02-08T20:42:48Z,15,2.516883578273333
S10,SR,drought,1,5.94,118.06,9.68,298.9,629,DROUGHT_INCUBATION,2,169.42,NA,52,33919,11.316219148957742,-0.002819326839859215,0.7628895873666687,0.7442289615707094,2017-02-10T16:27:33Z,12,2.636938856525
S10,SR,drought,1,5.94,118.06,9.68,298.9,629,DROUGHT_INCUBATION,2,169.42,NA,52,33930,11.357367225053599,-0.0028779735008043327,0.7538643848138202,0.6859210733919545,2017-02-10T16:56:30Z,12,2.5909594973666668
S10,SR,drought,1,5.94,118.06,9.68,298.9,629,DROUGHT_INCUBATION,2,169.42,NA,52,33940,11.628127999370633,-0.004948828036013952,0.8672405632534309,0.7255369237873246,2017-02-10T17:25:29Z,13,2.5081592140615387
S10,SR,drought,1,5.94,118.06,9.68,298.9,629,DROUGHT_INCUBATION,2,169.42,NA,52,33950,11.644868174837628,-0.00403224116926091,0.8240577855096854,0.7193756230376462,2017-02-10T17:54:28Z,12,2.5376027161666665
S10,SR,drought,1,5.94,118.06,9.68,298.9,629,DROUGHT_INCUBATION,2,169.42,NA,52,33960,8.870459326775915,-0.0016902103429175207,0.7081165182012386,0.5858434380790165,2017-02-10T18:23:27Z,15,2.54695260252
S10,SR,drought,1,5.94,118.06,9.68,298.9,629,DROUGHT_INCUBATION,2,169.42,NA,52,33971,12.814264397821082,-0.001944472615042408,0.8877825429448768,0.9181539561189441,2017-02-10T18:52:25Z,10,2.62826556567
S10,SR,drought,1,5.94,118.06,9.68,298.9,629,DROUGHT_INCUBATION,2,169.42,NA,52,33981,11.26187392131325,-0.003881712458552212,0.7031647719565497,0.7088511287362214,2017-02-10T19:21:25Z,10,2.81972669417
S10,SR,drought,1,5.94,118.06,9.68,298.9,629,DROUGHT_INCUBATION,2,169.42,NA,52,33991,13.667452433235304,-0.0036564437514705517,0.8141436844671738,0.7175485770068446,2017-02-10T19:50:21Z,9,2.449232892622222
S10,SR,drought,1,5.94,118.06,9.68,298.9,629,DROUGHT_INCUBATION,2,169.42,NA,52,34002,12.93742847865853,-0.004754155239295423,0.7436615734323462,0.6963799956495572,2017-02-10T20:19:21Z,10,2.7869534814800003
S10,SR,drought,1,5.94,118.06,9.68,298.9,629,DROUGHT_INCUBATION,2,169.42,NA,52,34012,13.221758766943072,-0.003973745414151514,0.8270631570351855,0.7311212091914542,2017-02-10T20:48:19Z,10,2.70145832535
S14,SR,drought,0,5.93,150.39,7.38,346.5,630,DROUGHT_INCUBATION,3,190.29,NA,52,33911,1.109433914285698,0.0010532217499996967,0.7857142857142729,0.7857142857139843,2017-02-10T16:02:28Z,3,1.2947759547666666
S14,SR,drought,0,5.93,150.39,7.38,346.5,630,DROUGHT_INCUBATION,3,190.29,NA,52,33921,0.05323473943832171,-4.479711375778613e-5,0.40323739283492777,0.09216105663565155,2017-02-10T16:31:44Z,28,1.5134886869607143
S14,SR,drought,0,5.93,150.39,7.38,346.5,630,DROUGHT_INCUBATION,3,190.29,NA,52,33932,0.10877834761320716,-8.729040386071341e-5,0.3346531249151906,0.5495780510872068,2017-02-10T17:00:41Z,24,1.516772786425
S14,SR,drought,0,5.93,150.39,7.38,346.5,630,DROUGHT_INCUBATION,3,190.29,NA,52,33942,0.08567130479729974,1.3696763614785932e-4,0.3583033049274714,-0.04190975624089144,2017-02-10T17:29:30Z,14,1.4788595551214285
S14,SR,drought,0,5.93,150.39,7.38,346.5,630,DROUGHT_INCUBATION,3,190.29,NA,52,33952,0.05409786553043795,-1.988032224547545e-5,0.3875783222021175,0.12348951841069389,2017-02-10T17:58:39Z,28,1.5108530166285714
S14,SR,drought,0,5.93,150.39,7.38,346.5,630,DROUGHT_INCUBATION,3,190.29,NA,52,33962,0.24563584758805124,-2.1891673444687126e-4,0.4033955465869965,0.3594638610099933,2017-02-10T18:27:31Z,16,1.5097035141625
S14,SR,drought,0,5.93,150.39,7.38,346.5,630,DROUGHT_INCUBATION,3,190.29,NA,52,33973,0.7946512817142795,0.004018503111428707,0.6571428571428644,0.6571428571428686,2017-02-10T18:56:18Z,4,1.336888801675
S14,SR,drought,0,5.93,150.39,7.38,346.5,630,DROUGHT_INCUBATION,3,190.29,NA,52,33983,0.1077451092664831,-8.715526866674466e-5,0.21911876767655836,0.32453152524004325,2017-02-10T19:25:35Z,34,1.506606783697059
S14,SR,drought,0,5.93,150.39,7.38,346.5,630,DROUGHT_INCUBATION,3,190.29,NA,52,33993,0.09760194213353565,-2.5196308224482508e-5,0.23690044610848326,0.2299184405733039,2017-02-10T19:54:35Z,28,1.5193971689357142
S14,SR,drought,0,5.93,150.39,7.38,346.5,630,DROUGHT_INCUBATION,3,190.29,NA,52,34004,0.037423565280645166,4.8847961288359327e-5,0.47824818929148893,0.3920917467597429,2017-02-10T20:23:33Z,30,1.48073875131
S14,SR,drought,0,5.93,150.39,7.38,346.5,630,DROUGHT_INCUBATION,3,190.29,NA,52,34014,3.190893669999835,8.199797499995564e-4,-0.5,-0.5000000000001017,2017-02-10T20:52:13Z,3,1.3830107762333332
S25,SR,drought,0,5.82,146.15,10.18,342.5,631,DROUGHT_INCUBATION,5,252.62,NA,52,33913,4.347280401402791,-0.0015460464906275884,0.7428256320690593,0.7007293136904562,2017-02-10T16:06:37Z,13,2.6789553109615385
S25,SR,drought,0,5.82,146.15,10.18,342.5,631,DROUGHT_INCUBATION,5,252.62,NA,52,33923,3.6662174360777926,-8.763568337268806e-4,0.7943469849267129,0.8225304874114365,2017-02-10T16:35:34Z,16,2.5051366012250003
S25,SR,drought,0,5.82,146.15,10.18,342.5,631,DROUGHT_INCUBATION,5,252.62,NA,52,33934,3.525323294192853,-0.0010588728565005371,0.737430576650495,0.6825828503416758,2017-02-10T17:04:34Z,15,2.52630635964
S25,SR,drought,0,5.82,146.15,10.18,342.5,631,DROUGHT_INCUBATION,5,252.62,NA,52,33944,4.2395252686316285,-0.002483908498390148,0.6584267822863945,0.5909881534249415,2017-02-10T17:33:32Z,13,2.7080616750307693
S25,SR,drought,0,5.82,146.15,10.18,342.5,631,DROUGHT_INCUBATION,5,252.62,NA,52,33954,4.786867361966812,-0.001191306040494287,0.8331080847091995,0.7792583245074655,2017-02-10T18:02:29Z,13,2.4296711837230767
S25,SR,drought,0,5.82,146.15,10.18,342.5,631,DROUGHT_INCUBATION,5,252.62,NA,52,33964,3.824247986968549,-3.9968481978915017e-4,0.8233211132892473,0.2690432249723709,2017-02-10T18:31:29Z,13,2.6131755357076925
S25,SR,drought,0,5.82,146.15,10.18,342.5,631,DROUGHT_INCUBATION,5,252.62,NA,52,33975,4.236289063315082,-5.841059714254699e-4,0.8509465023573466,0.23082530429199855,2017-02-10T19:00:27Z,15,2.4766892416133333
S25,SR,drought,0,5.82,146.15,10.18,342.5,631,DROUGHT_INCUBATION,5,252.62,NA,52,33985,3.1650691979847343,-0.0014572710901591312,0.6735540100832478,0.6267763337554543,2017-02-10T19:29:27Z,13,2.690610288861538
S25,SR,drought,0,5.82,146.15,10.18,342.5,631,DROUGHT_INCUBATION,5,252.62,NA,52,33995,3.682274226903591,-0.0010184904630407962,0.6468018155604093,0.6317348760987254,2017-02-10T19:58:24Z,15,2.5483297627066666
S25,SR,drought,0,5.82,146.15,10.18,342.5,631,DROUGHT_INCUBATION,5,252.62,NA,52,34006,3.837480409090476,-0.0014050715678719202,0.7070136301810707,0.6276742540373995,2017-02-10T20:27:24Z,13,2.678759772146154
S25,SR,drought,0,5.82,146.15,10.18,342.5,631,DROUGHT_INCUBATION,5,252.62,NA,52,34016,4.852502738588283,-9.490287559901885e-4,0.7752548889955757,0.47441464649348786,2017-02-10T20:56:21Z,15,2.481680512666667
S5,SR,drought,1,6.02,128.77,6.68,301.9,632,DROUGHT_INCUBATION,8,247.44,NA,52,NA,NA,NA,NA,NA,NA,NA,NA
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,633,DROUGHT_INCUBATION,7,243.77,NA,52,33915,10.795500464117413,-0.020665937065733893,0.8598020173821778,0.8325742506806517,2017-02-10T16:10:35Z,13,2.593752227430769
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,633,DROUGHT_INCUBATION,7,243.77,NA,52,33925,9.97758826109957,-0.02021617170213914,0.8761654219867178,0.8416313781920727,2017-02-10T16:39:32Z,13,2.530998775076923
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,633,DROUGHT_INCUBATION,7,243.77,NA,52,33936,9.444522236078699,-0.019990467954454645,0.8192229386349639,0.8113225762334109,2017-02-10T17:08:31Z,13,2.643456019692308
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,633,DROUGHT_INCUBATION,7,243.77,NA,52,33946,9.561473090072488,-0.020403617226950378,0.8216229084230002,0.7980244646313931,2017-02-10T17:37:30Z,14,2.5752608577714287
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,633,DROUGHT_INCUBATION,7,243.77,NA,52,33956,9.478079586556609,-0.019075664039579745,0.8248209537072415,0.7856366931940487,2017-02-10T18:06:29Z,16,2.50183406225
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,633,DROUGHT_INCUBATION,7,243.77,NA,52,33966,10.70681013026365,-0.02163963072448215,0.7682951007389056,0.7030841964602814,2017-02-10T18:35:28Z,10,2.78867817632
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,633,DROUGHT_INCUBATION,7,243.77,NA,52,33977,11.008852317218517,-0.02198020615452541,0.8451536000250723,0.7820343958399538,2017-02-10T19:04:26Z,10,2.74091165409
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,633,DROUGHT_INCUBATION,7,243.77,NA,52,33987,10.24223262002267,-0.021952349846208703,0.8328284795211066,0.7629383329433574,2017-02-10T19:33:24Z,11,2.614295469818182
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,633,DROUGHT_INCUBATION,7,243.77,NA,52,33997,8.031700121793564,-0.016432556479388318,0.8066840805168717,0.7686723443376147,2017-02-10T20:02:25Z,13,2.7438709343
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,633,DROUGHT_INCUBATION,7,243.77,NA,52,34008,9.281951965554157,-0.018704656610169963,0.7548597592320435,0.749089625931908,2017-02-10T20:31:22Z,16,2.7042194042625
S10,SR,drought,1,5.94,118.06,9.68,298.9,635,DROUGHT_INCUBATION,2,169.42,NA,51,34923,11.867142696251792,-0.0036253720975011876,0.8451833215805638,0.7990475419402909,2017-02-12T16:16:03Z,10,2.54108311751
S10,SR,drought,1,5.94,118.06,9.68,298.9,635,DROUGHT_INCUBATION,2,169.42,NA,51,34933,15.650445507820525,-0.00560019066111103,0.7612154653901806,0.7541449764371999,2017-02-12T16:45:02Z,7,2.684695796271429
S10,SR,drought,1,5.94,118.06,9.68,298.9,635,DROUGHT_INCUBATION,2,169.42,NA,51,34943,13.371899146983676,-0.006577572314313091,0.5683742299571375,0.5196180429054232,2017-02-12T17:14:00Z,10,2.6682978456399997
S10,SR,drought,1,5.94,118.06,9.68,298.9,635,DROUGHT_INCUBATION,2,169.42,NA,51,34953,12.262860915643461,-0.005621780437658158,0.8464002196456158,0.7137583062595059,2017-02-12T17:42:59Z,10,2.60451847016
S10,SR,drought,1,5.94,118.06,9.68,298.9,635,DROUGHT_INCUBATION,2,169.42,NA,51,34963,10.938026795824742,-0.004788205902061917,0.6998520084946639,0.6275003303706214,2017-02-12T18:11:59Z,10,2.6756717195
S10,SR,drought,1,5.94,118.06,9.68,298.9,635,DROUGHT_INCUBATION,2,169.42,NA,51,34973,10.915201581920186,-0.0030835116564709385,0.7279085224692341,0.7245113937772862,2017-02-12T18:40:56Z,12,2.4765912590083334
S10,SR,drought,1,5.94,118.06,9.68,298.9,635,DROUGHT_INCUBATION,2,169.42,NA,51,34984,13.332973110540179,-0.004112179478798133,0.810103972377257,0.7353375794979561,2017-02-12T19:09:53Z,10,2.487174107
S10,SR,drought,1,5.94,118.06,9.68,298.9,635,DROUGHT_INCUBATION,2,169.42,NA,51,34994,13.145660475651036,-0.004008134621875022,0.9256753629697227,0.9082357773839026,2017-02-12T19:38:52Z,9,2.5138326277777776
S10,SR,drought,1,5.94,118.06,9.68,298.9,635,DROUGHT_INCUBATION,2,169.42,NA,51,35004,13.215400772865841,-0.003101103788617914,0.857094862006632,0.6826916167834578,2017-02-12T20:07:50Z,9,2.3713354957777777
S10,SR,drought,1,5.94,118.06,9.68,298.9,635,DROUGHT_INCUBATION,2,169.42,NA,51,35014,12.888553321741577,-0.0033027284752808568,0.7125994019137966,0.5152975166765115,2017-02-12T20:36:49Z,11,2.5368348586363636
S14,SR,drought,0,5.93,150.39,7.38,346.5,636,DROUGHT_INCUBATION,3,190.29,NA,51,34925,NA,NA,0,0,2017-02-12T16:19:58Z,1,1.3712214458
S14,SR,drought,0,5.93,150.39,7.38,346.5,636,DROUGHT_INCUBATION,3,190.29,NA,51,34935,0.49570219642854296,-0.004928339321428718,0.7857142857142134,0.7857142857143322,2017-02-12T16:48:56Z,3,1.3541561579333334
S14,SR,drought,0,5.93,150.39,7.38,346.5,636,DROUGHT_INCUBATION,3,190.29,NA,51,34945,0.5898186576923065,-0.0032335614999999796,0.4615384615384617,0.46153846153845646,2017-02-12T17:17:54Z,4,1.3260950280500001
S14,SR,drought,0,5.93,150.39,7.38,346.5,636,DROUGHT_INCUBATION,3,190.29,NA,51,34955,0.9191571499999714,-0.002243326964285907,0.7857142857142505,0.7857142857144017,2017-02-12T17:46:52Z,3,1.2187402654
S14,SR,drought,0,5.93,150.39,7.38,346.5,636,DROUGHT_INCUBATION,3,190.29,NA,51,34965,NA,NA,0,0,2017-02-12T18:15:52Z,1,1.4088402675
S14,SR,drought,0,5.93,150.39,7.38,346.5,636,DROUGHT_INCUBATION,3,190.29,NA,51,34975,0.21677740961538267,1.2726405769237245e-4,0.4615384615384337,0.46153846153881894,2017-02-12T18:44:51Z,4,1.398677230325
S14,SR,drought,0,5.93,150.39,7.38,346.5,636,DROUGHT_INCUBATION,3,190.29,NA,51,34986,1.0510170285713851,1.8922596428549147e-4,0.7857142857142461,0.7857142857126393,2017-02-12T19:13:48Z,3,1.2301113849
S14,SR,drought,0,5.93,150.39,7.38,346.5,636,DROUGHT_INCUBATION,3,190.29,NA,51,34996,2.306006960000001,2.4639910000002406e-4,NaN,NaN,2017-02-12T19:42:46Z,2,1.26401720725
S14,SR,drought,0,5.93,150.39,7.38,346.5,636,DROUGHT_INCUBATION,3,190.29,NA,51,35006,0.17117071153845065,6.244412500000236e-4,0.4615384615384277,0.46153846153839684,2017-02-12T20:11:47Z,4,1.386685902175
S14,SR,drought,0,5.93,150.39,7.38,346.5,636,DROUGHT_INCUBATION,3,190.29,NA,51,35016,1.4361876714285366,0.0031592397142854497,0.7857142857142554,0.7857142857142028,2017-02-12T20:40:43Z,3,1.2637434464666666
S25,SR,drought,0,5.82,146.15,10.18,342.5,637,DROUGHT_INCUBATION,5,252.62,NA,51,34927,3.509997577532837,-9.77692007112305e-4,0.7095844911802147,0.6441774872792907,2017-02-12T16:24:06Z,13,2.588700490676923
S25,SR,drought,0,5.82,146.15,10.18,342.5,637,DROUGHT_INCUBATION,5,252.62,NA,51,34937,3.738305326600063,-0.0012365309289212526,0.7263352075691688,0.5450384070573351,2017-02-12T16:53:04Z,15,2.5266352982266667
S25,SR,drought,0,5.82,146.15,10.18,342.5,637,DROUGHT_INCUBATION,5,252.62,NA,51,34947,3.5793651840360803,-0.0012293598400225146,0.7491079563981133,0.7192795761461843,2017-02-12T17:22:03Z,15,2.4250414303066665
S25,SR,drought,0,5.82,146.15,10.18,342.5,637,DROUGHT_INCUBATION,5,252.62,NA,51,34957,3.077021638477107,-8.053049755457711e-4,0.5861472838035002,0.49600028063798574,2017-02-12T17:51:02Z,17,2.5337149016352942
S25,SR,drought,0,5.82,146.15,10.18,342.5,637,DROUGHT_INCUBATION,5,252.62,NA,51,34967,3.4743152800382475,-4.964459586042075e-4,0.7188977629274953,0.6335907561498377,2017-02-12T18:20:00Z,15,2.4437757573733334
S25,SR,drought,0,5.82,146.15,10.18,342.5,637,DROUGHT_INCUBATION,5,252.62,NA,51,34977,3.8496394750466636,-4.376398114782061e-4,0.7883342246817427,0.8532206530481066,2017-02-12T18:48:58Z,16,2.4360543523000002
S25,SR,drought,0,5.82,146.15,10.18,342.5,637,DROUGHT_INCUBATION,5,252.62,NA,51,34988,3.3724839612973323,-3.4600760480773174e-4,0.6984171603620082,0.675663785615995,2017-02-12T19:17:56Z,18,2.3942952006777776
S25,SR,drought,0,5.82,146.15,10.18,342.5,637,DROUGHT_INCUBATION,5,252.62,NA,51,34998,4.457669232853774,-3.9542948160372265e-4,0.8181457743860118,0.6807820433680627,2017-02-12T19:46:54Z,15,2.4057944021333335
S25,SR,drought,0,5.82,146.15,10.18,342.5,637,DROUGHT_INCUBATION,5,252.62,NA,51,35008,4.228944540103158,-2.2277388553682795e-4,0.7575219427438684,0.08345903167057112,2017-02-12T20:15:52Z,16,2.37979027828125
S25,SR,drought,0,5.82,146.15,10.18,342.5,637,DROUGHT_INCUBATION,5,252.62,NA,51,35018,3.5598171523585007,-2.541731845758017e-4,0.7444891741625739,0.05662703598898522,2017-02-12T20:44:52Z,14,2.5128767098
S5,SR,drought,1,6.02,128.77,6.68,301.9,638,DROUGHT_INCUBATION,8,247.44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,639,DROUGHT_INCUBATION,7,243.77,NA,51,34929,9.69602905040598,-0.01981957964594017,0.8528722718679734,0.7896867434156759,2017-02-12T16:28:03Z,13,2.3612222017923075
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,639,DROUGHT_INCUBATION,7,243.77,NA,51,34939,8.742643428345485,-0.01944963005570384,0.7504820305192972,0.7286682629016072,2017-02-12T16:57:03Z,13,2.6251047339307694
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,639,DROUGHT_INCUBATION,7,243.77,NA,51,34949,9.863338797316992,-0.020728890629246922,0.8250571484257655,0.8180610326411155,2017-02-12T17:26:01Z,13,2.4457500105846153
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,639,DROUGHT_INCUBATION,7,243.77,NA,51,34959,9.72429577611486,-0.020480023799326615,0.9044073675653096,0.8688272139129762,2017-02-12T17:54:58Z,13,2.408550279292308
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,639,DROUGHT_INCUBATION,7,243.77,NA,51,34969,9.660246782835173,-0.021190650514165677,0.8566050114759524,0.8603474831824537,2017-02-12T18:23:59Z,13,2.618202176846154
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,639,DROUGHT_INCUBATION,7,243.77,NA,51,34980,9.425757963286456,-0.02061788169229468,0.857036260295806,0.8623688835815414,2017-02-12T18:52:58Z,13,2.5898694336615384
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,639,DROUGHT_INCUBATION,7,243.77,NA,51,34990,9.332527038130573,-0.020208394111398516,0.8519037439012276,0.8407975987763217,2017-02-12T19:21:56Z,13,2.5597151125307693
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,639,DROUGHT_INCUBATION,7,243.77,NA,51,35000,10.365650993896745,-0.02222304993241216,0.8860383400418979,0.8719640071048081,2017-02-12T19:50:54Z,13,2.5769961610846153
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,639,DROUGHT_INCUBATION,7,243.77,NA,51,35010,11.028962668345796,-0.02291953709769018,0.8431601131121322,0.7612566047685165,2017-02-12T20:19:52Z,11,2.5705049448636363
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,639,DROUGHT_INCUBATION,7,243.77,NA,51,35020,9.776380894240017,-0.02061421940231166,0.6419825288085725,0.5693076331744997,2017-02-12T20:48:51Z,13,2.714345356169231
S10,SR,drought,1,5.94,118.06,9.68,298.9,641,DROUGHT_INCUBATION,2,169.42,NA,52,35931,10.554893562589447,-0.0043788431403955,0.7361198823112102,0.6544412790996821,2017-02-14T16:04:32Z,10,2.68643534989
S10,SR,drought,1,5.94,118.06,9.68,298.9,641,DROUGHT_INCUBATION,2,169.42,NA,52,35941,10.513161533664453,-0.004215749716335507,0.8342571132886349,0.7246993009132078,2017-02-14T16:33:30Z,10,2.61942350632
S10,SR,drought,1,5.94,118.06,9.68,298.9,641,DROUGHT_INCUBATION,2,169.42,NA,52,35951,11.845138838264692,-0.004598450390216256,0.7031671594506619,0.5483685562998961,2017-02-14T17:02:27Z,11,2.5345515819363635
S10,SR,drought,1,5.94,118.06,9.68,298.9,641,DROUGHT_INCUBATION,2,169.42,NA,52,35961,11.766349303999998,-0.004308386157777766,0.9235826306895748,0.884522929722222,2017-02-14T17:31:27Z,10,2.52551252638
S10,SR,drought,1,5.94,118.06,9.68,298.9,641,DROUGHT_INCUBATION,2,169.42,NA,52,35971,10.987459454923926,-0.00398685711862445,0.8397025656540547,0.8149500701057437,2017-02-14T18:00:26Z,13,2.5634414430846153
S10,SR,drought,1,5.94,118.06,9.68,298.9,641,DROUGHT_INCUBATION,2,169.42,NA,52,35981,15.848911961904758,-0.0049824864952381495,0.8298208570409664,0.841219609538062,2017-02-14T18:29:24Z,9,2.495257098166667
S10,SR,drought,1,5.94,118.06,9.68,298.9,641,DROUGHT_INCUBATION,2,169.42,NA,52,35991,11.223842982723582,-0.003978264537601648,0.8720408116444495,0.8847167038488755,2017-02-14T18:58:23Z,9,2.4630099397222223
S10,SR,drought,1,5.94,118.06,9.68,298.9,641,DROUGHT_INCUBATION,2,169.42,NA,52,36001,10.209050232460354,-0.003994884681403151,0.9065736160355486,0.9113083607104123,2017-02-14T19:27:21Z,10,2.44434639423
S10,SR,drought,1,5.94,118.06,9.68,298.9,641,DROUGHT_INCUBATION,2,169.42,NA,52,36011,12.116076222393595,-0.004515404559259264,0.8523979022905721,0.7635195455864789,2017-02-14T19:56:21Z,10,2.6509580679
S10,SR,drought,1,5.94,118.06,9.68,298.9,641,DROUGHT_INCUBATION,2,169.42,NA,52,36021,14.609654899224926,-0.004433752854255347,0.8384110085540712,0.8029184046860733,2017-02-14T20:25:16Z,10,2.4750497291299998
S10,SR,drought,1,5.94,118.06,9.68,298.9,641,DROUGHT_INCUBATION,2,169.42,NA,52,36031,12.617465722509673,-0.0042768517642344335,0.9149269898609523,0.9143220239317947,2017-02-14T20:54:16Z,10,2.48246145895
S14,SR,drought,0,5.93,150.39,7.38,346.5,642,DROUGHT_INCUBATION,3,190.29,NA,52,35933,0.01236782734457234,3.405360756063775e-5,0.4854082804154075,0.204192130564829,2017-02-14T16:08:44Z,30,1.33868378943
S14,SR,drought,0,5.93,150.39,7.38,346.5,642,DROUGHT_INCUBATION,3,190.29,NA,52,35943,NA,NA,0,0,2017-02-14T16:37:24Z,1,1.3535950484
S14,SR,drought,0,5.93,150.39,7.38,346.5,642,DROUGHT_INCUBATION,3,190.29,NA,52,35953,0.08783669023001642,3.980994850684346e-5,0.3972296320374822,0.2302234984952567,2017-02-14T17:06:41Z,33,1.3347971138818182
S14,SR,drought,0,5.93,150.39,7.38,346.5,642,DROUGHT_INCUBATION,3,190.29,NA,52,35963,0.07685964359001694,4.24977662460296e-5,0.2984749889225762,0.25073493241294165,2017-02-14T17:35:40Z,33,1.333968855969697
S14,SR,drought,0,5.93,150.39,7.38,346.5,642,DROUGHT_INCUBATION,3,190.29,NA,52,35973,0.06945770242628109,-6.84666363604894e-6,0.2829719342189667,0.02246242361708528,2017-02-14T18:04:37Z,26,1.3502486014807693
S14,SR,drought,0,5.93,150.39,7.38,346.5,642,DROUGHT_INCUBATION,3,190.29,NA,52,35983,0.0531249340904313,-1.0602394769845712e-5,0.21388015079560097,0.01590193954015806,2017-02-14T18:33:36Z,31,1.3517212451225806
S14,SR,drought,0,5.93,150.39,7.38,346.5,642,DROUGHT_INCUBATION,3,190.29,NA,52,35993,0.16436377939406185,3.605754490959119e-5,0.25275588558827,0.11867140168565304,2017-02-14T19:02:37Z,27,1.3463946648555556
